,E13VBetn02t05r1,E13VBetn02t05r2,E13VBetn02t05r3,E13VBetn02t05r4
2013,72.111,77.279,78.102,43.267
2014,90.244,90.2,88.023,112.178
2015,95.603,102.078,96.519,106.301
2016,125.172,134.015,122.016,130.507
2017,141.421,122.016,152.473,163.817
2018,252.579,336.024,318.025,312.032
2019,125.603,182.044,158.202,110.923
2020,87.132,124.016,100.02,97.693
