,E13VBetn02t04r1,E13VBetn02t04r2,E13VBetn02t04r3,E13VBetn02t04r4
2013,70.843,83.626,34.218,53.307
2014,241.627,271.71,307.392,265.346
2015,122.42,131.035,128.917,86.893
2016,124.191,158.989,164.005,144.824
2017,143.484,213.969,192.531,119.543
2018,279.653,370.025,391.718,327.17
2019,144.802,163.522,192.843,131.998
2020,175.777,188.83,100.251,98.145
