,E13VBetn02t06r1,E13VBetn02t06r2,E13VBetn02t06r3,E13VBetn02t06r4
2014,86.809,151.118,112.478,182.48
2015,74.764,70.592,33.341,46.087
2016,198.282,181.126,192.063,51.332
2017,177.227,173.647,180.353,46.653
2018,325.811,290.562,275.329,171.69
2019,110.53,133.852,111.85,94.952
2020,126.02,99.579,90.024,82.009
