,E13DBetn01t03r1,E13DBetn01t03r2,E13DBetn01t03r3,E13DBetn01t03r4
2010,72.976,64.562,50.377,79.487
2011,103.561,97.726,141.212,113.082
2012,261.651,236.023,212.449,261.538
2013,304.065,267.663,228.709,286.87
2014,243.404,209.45,163.632,216.5
2015,228.32,277.806,183.59,237.018
2016,247.121,287.591,290.209,297.712
2017,102.358,205.144,87.217,100.461
2018,39.458,87.217,52.86,35.989
2019,71.568,36.712,66.324,48.987
2020,53.19,38.802,24.669,42.288
