,E13DBetn01t06r1,E13DBetn01t06r2,E13DBetn01t06r3,E13DBetn01t06r4
2009,138.709,114.716,93.175,141.572
2010,228.484,225.546,254.887,214.504
2011,209.358,213.656,222.245,207.41
2012,199.58,203.272,255.109,237.174
2013,239.675,292.409,321.758,312.562
2014,52.997,95.839,24.238,58.012
2015,49.483,47.361,43.468,46.563
2016,95.556,101.667,118.086,120.31
2017,3.306,20.716,24.786,75.087
2018,23.191,16.304,17.183,33.779
2019,10.005,30.44,22.087,33.709
2020,77.81,60.872,88.813,65.595
