,E13VBetn01o02r1,E13VBetn01o02r2,E13VBetn01o02r3,E13VBetn01o02r4
2014,54.288,48.075,50.324,48.478
2015,75.561,56.171,66.739,64.947
2016,109.443,67.542,61.968,69.28
2017,74.488,77.283,22.703,32.857
2018,375.204,312.757,263.184,261.603
2019,247.228,232.434,195.302,167.886
2020,148.477,67.745,45.239,49.243
