,E13VBetn01o04r1,E13VBetn01o04r2,E13VBetn01o04r3,E13VBetn01o04r4
2014,55.886,58.996,54.606,54.196
2015,46.247,55.477,58.433,43.103
2016,54.348,61.413,36.478,30.454
2017,20.716,0,0,0
2018,305.504,314.553,281.597,276.695
2019,218.963,177.444,164.964,196.74
2020,24.553,38.229,64.676,61.653
