,E13DBetn02s06r1,E13DBetn02s06r2,E13DBetn02s06r3,E13DBetn02s06r4
2012,214.032,102.157,154.986,150.014
2013,112.279,266.612,267.643,220.466
2014,75.195,118.105,102.202,87.594
2015,149.956,162.694,182.89,209.279
2016,156.394,168.64,220.715,236.619
2017,87.357,128.406,137.795,107.608
2018,241.408,217.778,265.998,247.147
2019,331.022,382.883,386.718,367.996
2020,251.164,337.779,351.884,266.73
