,E13DBetn02s04r1,E13DBetn02s04r2,E13DBetn02s04r3,E13DBetn02s04r4
2011,143.689,99.485,113.267,127.793
2012,290.565,270.631,282.361,322.418
2013,119.135,144.51,118.947,115.264
2014,96.843,79.446,117.689,109.831
2015,76.875,62.923,86.436,90.008
2016,122.209,105.733,129.88,165.393
2017,191.641,165.043,143.568,183.725
2018,297.876,272.083,282.867,338.155
2019,316.088,302.564,286.569,284.926
2020,234.876,211.744,254.686,243.539
