,E13VBetn01t03r1,E13VBetn01t03r2,E13VBetn01t03r3,E13VBetn01t03r4
2009,67.974,140.34,92.449,99.543
2010,308.422,258.928,278.282,262.337
2011,334.445,268.898,314.544,314.384
2012,151.028,153.107,181.326,160.052
2013,90.008,67.915,63.193,64.571
2014,138.654,87.262,37.685,31.597
2015,144.406,92.691,40.349,73.697
2016,27.174,25.352,44.724,24.595
2017,101.896,62.109,114.77,94.54
2018,482.096,343.01,428.037,519.238
2019,319.456,226.625,297.509,331.784
2020,134.053,0,143.421,124.032
