,E13VBetn02p04r1,E13VBetn02p04r2,E13VBetn02p04r3,E13VBetn02p04r4
2015,49.349,64.823,32.427,50.106
2016,47.882,66.671,44.764,47.27
2017,121.522,121.456,95.536,103.394
2018,233.512,272.751,295.005,298.852
2019,93.858,108.696,151.216,164.675
2020,16.159,38.443,30.983,22.289
