,E13CBetn03s05r1,E13CBetn03s05r2,E13CBetn03s05r3,E13CBetn03s05r4
2016,90.493,107.626,124.772,218.103
2017,327.894,325.044,280.367,167.73
2018,568.536,628.743,562.035,477.753
2019,238.19,285.007,267.924,266.81
2020,257.508,300.456,223.462,198.187
