,E13VBetn01r06r1,E13VBetn01r06r2,E13VBetn01r06r3,E13VBetn01r06r4
2010,58.162,55.056,58.871,41.287
2011,55.424,58.174,50.084,78.999
2012,84.258,61.564,99.628,86.137
2013,78.315,103.054,135.878,148.987
2014,92.858,97.549,90.091,118.385
2015,13.92,3.074,24.52,86.436
2016,3.074,3.074,2.633,90.44
2017,3.074,2.613,2.814,56.475
2018,58.125,9.749,67.909,62.76
2019,19.712,2.166,48.176,32.447
2020,7.174,1.984,14.384,22.323
