,E13VBetn01r10r1,E13VBetn01r10r2,E13VBetn01r10r3,E13VBetn01r10r4
2011,70.93,81.76,91.663,93.954
2012,54.802,78.797,70.347,54.775
2013,48.968,47.359,41.754,42.617
2014,26.837,8.537,46.151,24.564
2015,96.39,78.592,20.776,24.934
2016,23.025,31.163,17.822,24.017
2017,22.131,4.887,1.025,35.439
2018,49.448,71.307,1.025,11.096
2019,29.482,40.002,1.085,1.118
2020,1.053,16.491,1.317,1.024
