,E13VBetn01r08r1,E13VBetn01r08r2,E13VBetn01r08r3,E13VBetn01r08r4
2010,40.873,45.077,49.942,41.13
2011,33.569,38.043,33.682,67.378
2012,56.383,92.085,97.577,110.688
2013,99.819,110.624,100.817,65.583
2014,76.173,142.467,109.072,132.395
2015,5.386,6.661,6.328,4.245
2016,78.617,61.027,80.699,28.521
2017,29.577,9.483,17.992,16.152
2018,127.968,65.237,42.292,2.788
2019,17.824,44.359,15.597,3.363
2020,9.35,28.531,2.562,2.653
