,E13VBetn03t07r1,E13VBetn03t07r2,E13VBetn03t07r3,E13VBetn03t07r4
2017,64.498,58.034,90,64.281
2018,352.755,322.751,262.122,293.462
2019,191.771,174.046,198.162,189.842
2020,151.908,208.614,166.193,116.379
