,E13VBetn03t05r1,E13VBetn03t05r2,E13VBetn03t05r3,E13VBetn03t05r4
2015,140.789,110.794,177.906,141.863
2016,192.69,235.734,206.116,205.079
2017,194.118,202.594,207.456,185.734
2018,373.909,401.412,353.861,418.72
2019,203.959,230.728,210.065,260.418
2020,154.997,203.701,168.772,129.797
