,E13VBetn03t04r1,E13VBetn03t04r2,E13VBetn03t04r3,E13VBetn03t04r4
2013,41.206,38.419,66.531,48.819
2014,248.562,216.484,227.05,256.884
2015,83.52,70.186,83.727,75.249
2016,123.803,135.807,151.184,143.967
2017,112.565,145.432,152.046,159.516
2018,382.598,438.261,472.11,390.782
2019,228.295,235.929,284.41,256.746
2020,272.907,233.759,214.482,257.731
