,E13VBetn03t03r1,E13VBetn03t03r2,E13VBetn03t03r3,E13VBetn03t03r4
2010,46.194,53.88,47.613,61.538
2011,98.152,102.213,113.527,90.895
2012,101.487,102.068,93.462,99.276
2013,129.89,103.078,97.945,88.795
2014,176.053,224.671,177.528,139.791
2015,55.902,62.788,44.895,35.093
2016,77.522,100.388,84.353,77.019
2017,94.407,119.618,126.471,151.484
2018,381.342,383.816,358.379,370.356
2019,257.117,245.311,250.399,227.444
2020,259.33,270.772,288.16,176.892
