,E13DBetn03v03r1,E13DBetn03v03r2,E13DBetn03v03r3,E13DBetn03v03r4
2012,57.207,87.32,144.733,80.761
2013,72.859,45.3,69.514,79.115
2014,83.447,86.244,35.262,95.394
2015,76.935,73.418,37.528,72.337
2016,77.702,74.342,33.965,78.849
2017,133.652,134.06,102.929,114.598
2018,298.309,224.645,215.903,226.21
2019,359.083,229.088,157.512,292.073
2020,292.908,218.294,221.84,292.344
