"","section","category","corr_full","corr_old","corr_rec"
"30","E13ABetn02s05","above_ground",0.0929824561403509,0.0929824561403509,NA
"31","E13ABetn02s06","above_ground",0.266666666666667,0.266666666666667,NA
"32","E13ABetn02s07","above_ground",0.287719298245614,0.287719298245614,NA
"33","E13ABetn02s08","above_ground",0.192982456140351,0.192982456140351,NA
"34","E13ABetn02s09","above_ground",0.492982456140351,0.492982456140351,NA
"35","E13ABetn02s10","above_ground",0.337434616020578,0.337434616020578,NA
"36","E13ABetn02s20","above_ground",0.180701754385965,0.180701754385965,NA
"37","E13ABetn02t01","above_ground",-0.235087719298246,-0.235087719298246,NA
"38","E13ABetn02t03","above_ground",0.166666666666667,0.166666666666667,NA
"39","E13ABetn02t05","above_ground",0.0772268613177478,0.0772268613177478,NA
"40","E13ABetn02t08","above_ground",-0.0473892103540725,-0.0473892103540725,NA
"41","E13ABetn02u01","above_ground",0.39470572141317,0.39470572141317,NA
"42","E13ABetn02u03","above_ground",0.103508771929825,0.103508771929825,NA
"43","E13ABetn02u08","above_ground",0.216742191224774,0.216742191224774,NA
"44","E13ABetn02u14","above_ground",0.296491228070175,0.296491228070175,NA
"45","E13ABetn02v01","above_ground",0.385256728619219,0.385256728619219,NA
"46","E13ABetn02v02","above_ground",0.354385964912281,0.354385964912281,NA
"47","E13ABetn02v04","above_ground",0.242105263157895,0.242105263157895,NA
"48","E13ABetn03o01","below_ground",0.679411764705882,0.679411764705882,NA
"49","E13ABetn03o02","below_ground",0.767032967032967,0.767032967032967,NA
"50","E13ABetn03o03","below_ground",0.749450549450549,0.749450549450549,NA
"51","E13ABetn03o04","below_ground",0.482517482517483,0.482517482517483,NA
"52","E13ABetn03p01","below_ground",0.640165289234177,0.640165289234177,NA
"53","E13ABetn03p02","below_ground",0.714705882352941,0.714705882352941,NA
"54","E13ABetn03p03","below_ground",0.517156862745098,0.517156862745098,NA
"55","E13ABetn03p04","below_ground",0.528571428571428,0.528571428571428,NA
"56","E13ABetn03p05","below_ground",0.716666666666667,0.716666666666667,NA
"57","E13ABetn03p06","below_ground",0.3,0.3,NA
"58","E13ABetn03r01","below_ground",0.938345864661654,0.938345864661654,NA
"59","E13ABetn03r02","below_ground",0.199174406604747,0.199174406604747,NA
"60","E13ABetn03r03","below_ground",0.0392857142857143,0.0392857142857143,NA
"61","E13ABetn03r04","below_ground",0.0813186813186813,0.0813186813186813,NA
"62","E13ABetn03r05","below_ground",0.0769230769230769,0.0769230769230769,NA
"63","E13ABetn03r06","below_ground",0.714285714285714,0.714285714285714,NA
"64","E13ABetn03s01",NA,1,NA,NA
"65","E13ABetn03s02","above_ground",0.375,0.375,NA
"66","E13ABetn03s03","above_ground",0.434663409825776,0.434663409825776,NA
"67","E13ABetn03s04","above_ground",0.507054826946879,0.507054826946879,NA
"68","E13ABetn03s05","above_ground",0.639285714285714,0.639285714285714,NA
"69","E13ABetn03s06","above_ground",0.556351824011159,0.556351824011159,NA
"70","E13ABetn03t01","above_ground",0.335714285714286,0.335714285714286,NA
"71","E13ABetn03t02","above_ground",0.5,0.5,NA
"72","E13ABetn03t03","above_ground",0.335664335664336,0.335664335664336,NA
"73","E13ABetn03t04","above_ground",0.0979020979020979,0.0979020979020979,NA
"74","E13ABetn03t05","above_ground",0.00606060606060606,0.00606060606060606,NA
"75","E13ABetn03u01","above_ground",0.512087912087912,0.512087912087912,NA
"76","E13ABetn03u02","above_ground",0.692307692307692,0.692307692307692,NA
"77","E13ABetn03u03","above_ground",0.637362637362637,0.637362637362637,NA
"78","E13ABetn03u04","above_ground",0.657342657342657,0.657342657342657,NA
"79","E13ABetn03u05","above_ground",0.833333333333333,0.833333333333333,NA
"80","E13ABetn03v01","above_ground",0.56043956043956,0.56043956043956,NA
"81","E13ABetn03v02","above_ground",0.687912087912088,0.687912087912088,NA
"82","E13ABetn03v03","above_ground",0.713286713286713,0.713286713286713,NA
"83","E13ABetn03v04","above_ground",0.825174825174825,0.825174825174825,NA
"84","E13ABetn03v05","above_ground",0.709090909090909,0.709090909090909,NA
"85","E13CBetn01r01","below_ground",0.38021978021978,0.38021978021978,NA
"86","E13CBetn01r02","below_ground",0.164835164835165,0.164835164835165,NA
"87","E13CBetn01r03","below_ground",0.472527472527473,0.472527472527473,NA
"88","E13CBetn01r04","below_ground",-0.0901098901098901,-0.0901098901098901,NA
"89","E13CBetn01r05","below_ground",-0.459340659340659,-0.459340659340659,NA
"90","E13CBetn01s01","above_ground",1,NA,NA
"91","E13CBetn01s02","above_ground",0.60989010989011,0.60989010989011,NA
"92","E13CBetn01s03","above_ground",0.60989010989011,0.60989010989011,NA
"93","E13CBetn01s04","above_ground",0.608391608391608,0.608391608391608,NA
"94","E13CBetn01t01","above_ground",0.383333333333333,0.383333333333333,NA
"95","E13CBetn01t02","above_ground",0.214285714285714,0.214285714285714,NA
"96","E13CBetn01t03","above_ground",0.392857142857143,0.392857142857143,NA
"97","E13CBetn01t04","above_ground",0.428571428571428,0.428571428571428,NA
"98","E13CBetn01t05","above_ground",1,NA,1
"99","E13CBetn03r01","below_ground",0.3,0.3,NA
"100","E13CBetn03r02","below_ground",0.85,0.85,NA
"101","E13CBetn03r03","below_ground",0.983333333333333,0.983333333333333,NA
"102","E13CBetn03r04","below_ground",0.85,0.85,NA
"103","E13CBetn03s01","above_ground",1,NA,NA
"104","E13CBetn03s02","above_ground",0.916666666666667,0.916666666666667,NA
