,E13VBetn01q01r1,E13VBetn01q01r2,E13VBetn01q01r3,E13VBetn01q01r4
2010,78.809,82.037,87.277,65.552
2011,140.155,91.019,100.92,160.487
2012,154.947,54.848,64.203,128.704
2013,106.964,0,32.961,105.334
2014,134.013,0,33.958,128.652
2015,78.505,0,0,84.687
2016,23.99,0,0,5.66
2017,22.37,0,0,5.225
2018,144.83,0,0,95.135
2019,30.081,0,0,0
2020,0,0,0,0
