,E13DBetn02s07r1,E13DBetn02s07r2,E13DBetn02s07r3,E13DBetn02s07r4
2014,62.607,94.821,130.662,96.838
2015,106.154,98.593,83.065,100.67
2016,252.931,278.551,238.361,274.254
2017,207.018,197.92,175.745,221.023
2018,614.223,528.422,500.173,538.359
2019,426.4,412.471,409.32,417.401
2020,411.311,312.2,265.043,387.691
