,E13DBetn02s06r1,E13DBetn02s06r2,E13DBetn02s06r3,E13DBetn02s06r4
2011,214.032,102.157,154.986,150.939
2012,112.279,266.612,267.643,219.603
2013,75.195,118.105,102.202,87.594
2014,149.956,162.694,182.89,209.279
2015,157.933,168.585,220.715,239.18
2016,85.85,128.588,137.795,104.978
2017,241.408,217.778,265.998,247.147
2018,331.022,382.883,386.718,367.996
2019,249.877,336.319,350.435,265.053
2020,0,0,0,0
