,E13ABetn03s06r1,E13ABetn03s06r2,E13ABetn03s06r3,E13ABetn03s06r4
2008,65.186,64.915,61.391,68.065
2009,85.802,89.87,113.244,120.44
2010,98.5,127.636,174.525,179.776
2011,39.134,55.436,99.405,56.434
2012,75.778,107.408,109.505,57.685
2013,168.374,164.083,114.491,67.395
2014,0,0,0,0
2015,56.556,4.583,60.728,48.377
2016,71.681,106.318,126.252,61.218
2017,0,0,0,0
2018,26.912,0,0,45.75
2019,42.673,0,0,64.895
2020,0,0,0,0
