,E13VBetn02o04r1,E13VBetn02o04r2,E13VBetn02o04r3,E13VBetn02o04r4
2018,43.558,54.503,48.778,57.189
2019,122.551,108.496,108.252,122.219
2020,108.375,90.265,101.885,110.995
