"scientificName","decimalLongitude","decimalLatitude","individualCount","occurrenceStatus","coordinateUncertaintyInMeters","institutionCode","references"
"Betula nana L.",18.62,65.334,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",14.433,65.088,NA,"PRESENT",2500,"SLU Artdatabanken",NA
"Betula nana L.",20.338,63.827,NA,"PRESENT",250,"SLU Artdatabanken",NA
"Betula nana L.",13.609,63.174,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",13.612,63.175,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",12.409,63.221,NA,"PRESENT",1000,"SLU Artdatabanken",NA
"Betula nana L.",13.271,60.547,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",12.354,63.172,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",21.374,64.496,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",12.648,60.986,NA,"PRESENT",2500,"SLU Artdatabanken",NA
"Betula nana L.",12.281,62.56,NA,"PRESENT",400,"SLU Artdatabanken",NA
"Betula nana L.",16.052,59.794,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",16.051,59.791,NA,"PRESENT",200,"SLU Artdatabanken",NA
"Betula nana L.",15.652,65.292,NA,"PRESENT",150,"SLU Artdatabanken",NA
"Betula nana L.",14.027,57.766,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",12.186,62.603,NA,"PRESENT",2500,"SLU Artdatabanken",NA
"Betula nana L.",12.728,63.732,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.43,63.12,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",14.971,61.482,15,"PRESENT",75,"SLU Artdatabanken",NA
"Betula nana L.",15.01,61.46,10,"PRESENT",150,"SLU Artdatabanken",NA
"Betula nana L.",15.29,60.671,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",14.553,60.53,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",8.608,61.628,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",19.154,69.701,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",24.972,70.296,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",11.386,59.22,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",8.238,60.5,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",6.821,62.287,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",8.931,60.814,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",8.53,63.565,NA,"PRESENT",354,"nbf",NA
"Betula nana L.",24.951,70.293,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",11.529,63.661,NA,"PRESENT",1,"nbf",NA
"Betula nana L.",5.437,59.914,NA,"PRESENT",300,"nbf",NA
"Betula nana L.",11.476,58.917,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",8.946,60.813,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",8.841,60.83,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",10.516,63.362,NA,"PRESENT",150,"nbf",NA
"Betula nana L.",11.397,59.221,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",8.159,60.528,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.941,60.807,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",11.385,59.22,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",11.396,59.221,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",8.198,60.574,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",11.475,58.916,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",11.478,58.917,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",19.159,69.714,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",11.396,59.222,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",11.471,58.916,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",10.566,61.169,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.285,60.498,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",5.962,60.253,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",11.387,59.22,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",8.193,61.593,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.471,58.917,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",11.475,58.917,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",7.833,61.518,NA,"PRESENT",300,"nbf",NA
"Betula nana L.",14.75,67.283,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.844,60.83,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",9.217,60.93,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",15.414,66.789,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",12.078,61.133,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",7.257,62.87,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",9.703,63.366,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",11.388,59.22,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",10.313,63.382,NA,"PRESENT",155,"nbf",NA
"Betula nana L.",9.853,63.875,NA,"PRESENT",1,"nbf",NA
"Betula nana L.",11.48,58.919,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",11.388,59.221,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",8.791,60.4,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",8.349,60.71,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",8.956,61.233,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",19.08,69.603,NA,"PRESENT",150,"nbf",NA
"Betula nana L.",17.169,68.787,NA,"PRESENT",250,"nbf",NA
"Betula nana L.",11.47,58.917,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",11.556,59.92,NA,"PRESENT",695,"nbf",NA
"Betula nana L.",8.295,60.495,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",6.965,62.546,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",18.847,69.802,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",19.276,69.08,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",25.216,70.456,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",7.268,62.871,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",8.932,60.818,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",11.477,58.917,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",5.414,59.894,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",7.843,63.084,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",6.386,62.466,1,"PRESENT",5,"nbf",NA
"Betula nana L.",7.268,61.21,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",10.701,63.338,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",12.039,62.105,NA,"PRESENT",750,"nbf",NA
"Betula nana L.",8.229,60.537,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",25.232,70.458,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.082,62.274,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",7.267,62.872,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.939,60.81,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",8.696,60.731,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",15.353,66.582,NA,"PRESENT",1,"nbf",NA
"Betula nana L.",18.854,69.783,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",8.945,61.807,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.481,58.92,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",8.854,60.823,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.931,60.798,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",7.273,60.422,NA,"PRESENT",400,"nbf",NA
"Betula nana L.",25.229,70.458,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",7.269,62.87,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",7.268,62.87,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",25.015,70.001,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.165,60.525,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.859,60.795,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",14.779,67.298,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.901,60.786,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.928,60.818,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",12.883,66.007,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",8.3,60.495,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",25.227,70.457,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",8.832,60.787,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",18.993,69.631,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.217,64.299,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",14.761,67.279,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",8.082,62.273,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",8.08,59.508,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",24.092,70.212,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",29.821,69.415,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",6.218,59.059,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",6.096,62.132,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",15.376,66.624,NA,"PRESENT",3000,"nbf",NA
"Betula nana L.",8.293,60.492,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",11.385,59.221,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",7.272,61.202,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",19.123,69.703,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",23.05,69.022,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",8.213,60.574,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",12.151,62.084,NA,"PRESENT",500,"nbf",NA
"Betula nana L.",7.277,61.203,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",5.386,59.892,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",11.387,59.221,NA,"PRESENT",4,"nbf",NA
"Betula nana L.",9.525,60.587,NA,"PRESENT",300,"nbf",NA
"Betula nana L.",8.877,60.786,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",37.998,64.734,NA,"PRESENT",244,"iNaturalist","https://www.inaturalist.org/observations/101925967"
"Betula nana L.",7.276,60.428,NA,"PRESENT",16,"iNaturalist","https://www.inaturalist.org/observations/102313370"
"Betula nana L.",60.333,55.66,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/102796273"
"Betula nana L.",60.333,55.661,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/102797400"
"Betula nana L.",60.337,55.662,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/102797719"
"Betula nana L.",18.677,68.409,NA,"PRESENT",263,"iNaturalist","https://www.inaturalist.org/observations/104475742"
"Betula nana L.",13.84,62.446,NA,"PRESENT",31,"iNaturalist","https://www.inaturalist.org/observations/108729469"
"Betula nana L.",-21.123,64.259,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/116796942"
"Betula nana L.",-17.55,65.683,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/116843218"
"Betula nana L.",90.735,69.419,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/117139727"
"Betula nana L.",90.684,69.388,NA,"PRESENT",80,"iNaturalist","https://www.inaturalist.org/observations/117261160"
"Betula nana L.",90.732,69.354,NA,"PRESENT",300,"iNaturalist","https://www.inaturalist.org/observations/117319580"
"Betula nana L.",90.796,69.34,NA,"PRESENT",500,"iNaturalist","https://www.inaturalist.org/observations/117326361"
"Betula nana L.",90.815,69.34,NA,"PRESENT",300,"iNaturalist","https://www.inaturalist.org/observations/117344780"
"Betula nana L.",90.947,69.311,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/117546356"
"Betula nana L.",90.95,69.291,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/117589510"
"Betula nana L.",90.977,69.192,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/117623055"
"Betula nana L.",91.195,69.203,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/117632550"
"Betula nana L.",91.235,69.196,NA,"PRESENT",30,"iNaturalist","https://www.inaturalist.org/observations/117634256"
"Betula nana L.",8.596,60.225,NA,"PRESENT",244,"iNaturalist","https://www.inaturalist.org/observations/180331625"
"Betula nana L.",10.023,61.366,1,"PRESENT",5,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.219843959"
"Betula nana L.",13.538,60.006,1,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.220671213"
"Betula nana L.",8.033,61.274,1,"PRESENT",5,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.221531797"
"Betula nana L.",12.696,61.628,1,"PRESENT",3,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.221538026"
"Betula nana L.",12.671,61.629,1,"PRESENT",3,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.221538037"
"Betula nana L.",12.667,61.631,1,"PRESENT",3,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.221538038"
"Betula nana L.",12.939,62.184,1,"PRESENT",3,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.222479050"
"Betula nana L.",12.684,61.637,1,"PRESENT",2,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.222479307"
"Betula nana L.",16.891,67.5,1,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.224129195"
"Betula nana L.",9.515,62.226,1,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.232161475"
"Betula nana L.",9.464,62.267,1,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.232164862"
"Betula nana L.",8.911,62.573,1,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.232259730"
"Betula nana L.",-149.641,61.173,NA,"PRESENT",NA,"UAAH",NA
"Betula nana L.",23.454,61.893,NA,"PRESENT",5760,"iNaturalist","https://www.inaturalist.org/observations/85209436"
"Betula nana L.",29.653,65.808,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/85330646"
"Betula nana L.",150.897,59.535,NA,"PRESENT",3999,"iNaturalist","https://www.inaturalist.org/observations/85662857"
"Betula nana L.",-149.292,63.749,NA,"PRESENT",322,"iNaturalist","https://www.inaturalist.org/observations/85687460"
"Betula nana L.",72.226,61.665,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/85744850"
"Betula nana L.",14.446,65.094,NA,"PRESENT",25000,"iNaturalist","https://www.inaturalist.org/observations/85769785"
"Betula nana L.",37.314,59.119,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/86136372"
"Betula nana L.",23.738,68.371,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/86141250"
"Betula nana L.",59.365,59.503,NA,"PRESENT",3907,"iNaturalist","https://www.inaturalist.org/observations/86249048"
"Betula nana L.",40.58,64.541,NA,"PRESENT",232,"iNaturalist","https://www.inaturalist.org/observations/86259471"
"Betula nana L.",23.598,60.733,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/86295972"
"Betula nana L.",-149.672,61.101,NA,"PRESENT",9,"iNaturalist","https://www.inaturalist.org/observations/86502132"
"Betula nana L.",25.592,66.347,NA,"PRESENT",770,"iNaturalist","https://www.inaturalist.org/observations/86603699"
"Betula nana L.",28.998,63.902,NA,"PRESENT",7,"iNaturalist","https://www.inaturalist.org/observations/86705527"
"Betula nana L.",26.07,62.002,NA,"PRESENT",5,"iNaturalist","https://www.inaturalist.org/observations/86721597"
"Betula nana L.",100.965,52.007,NA,"PRESENT",985,"iNaturalist","https://www.inaturalist.org/observations/86828097"
"Betula nana L.",12.353,63.172,NA,"PRESENT",6,"iNaturalist","https://www.inaturalist.org/observations/86849001"
"Betula nana L.",22.255,60.505,NA,"PRESENT",65,"iNaturalist","https://www.inaturalist.org/observations/86851509"
"Betula nana L.",87.773,50.078,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/87099047"
"Betula nana L.",10.458,63.404,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/87182779"
"Betula nana L.",26.501,64.554,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/87308202"
"Betula nana L.",13.666,48.997,NA,"PRESENT",3010,"iNaturalist","https://www.inaturalist.org/observations/87324764"
"Betula nana L.",86.477,49.934,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/87382813"
"Betula nana L.",72.271,65.547,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/87420416"
"Betula nana L.",72.442,65.552,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/87425061"
"Betula nana L.",15.325,66.552,NA,"PRESENT",1,"iNaturalist","https://www.inaturalist.org/observations/87433375"
"Betula nana L.",-15.681,64.252,NA,"PRESENT",24,"iNaturalist","https://www.inaturalist.org/observations/87473059"
"Betula nana L.",59.656,64.609,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/87502181"
"Betula nana L.",69.232,61.052,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/87522366"
"Betula nana L.",7.272,59.794,NA,"PRESENT",2200,"iNaturalist","https://www.inaturalist.org/observations/87559173"
"Betula nana L.",7.333,59.77,NA,"PRESENT",79,"iNaturalist","https://www.inaturalist.org/observations/87559587"
"Betula nana L.",60.894,64.258,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/87601461"
"Betula nana L.",60.896,64.258,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/87602924"
"Betula nana L.",59.527,64.5,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/87729513"
"Betula nana L.",59.571,64.513,NA,"PRESENT",31,"iNaturalist","https://www.inaturalist.org/observations/87731114"
"Betula nana L.",59.599,64.528,NA,"PRESENT",15,"iNaturalist","https://www.inaturalist.org/observations/87735172"
"Betula nana L.",28.991,68.915,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/87829781"
"Betula nana L.",28.991,68.966,NA,"PRESENT",2,"iNaturalist","https://www.inaturalist.org/observations/87859727"
"Betula nana L.",9.486,61.891,NA,"PRESENT",33,"iNaturalist","https://www.inaturalist.org/observations/87906333"
"Betula nana L.",22.033,60.778,NA,"PRESENT",65,"iNaturalist","https://www.inaturalist.org/observations/87973291"
"Betula nana L.",9.925,62.506,NA,"PRESENT",12,"iNaturalist","https://www.inaturalist.org/observations/87994570"
"Betula nana L.",9.537,61.883,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88007619"
"Betula nana L.",9.566,61.882,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88023426"
"Betula nana L.",9.619,61.879,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88043602"
"Betula nana L.",9.58,61.885,NA,"PRESENT",120,"iNaturalist","https://www.inaturalist.org/observations/88044630"
"Betula nana L.",28.871,66.73,NA,"PRESENT",12000,"iNaturalist","https://www.inaturalist.org/observations/88095984"
"Betula nana L.",28.565,66.22,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/88097149"
"Betula nana L.",60.65,63.111,NA,"PRESENT",25830,"iNaturalist","https://www.inaturalist.org/observations/88103590"
"Betula nana L.",8.933,60.818,NA,"PRESENT",108,"iNaturalist","https://www.inaturalist.org/observations/88152202"
"Betula nana L.",9.452,61.863,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88160173"
"Betula nana L.",8.796,61.464,NA,"PRESENT",5,"iNaturalist","https://www.inaturalist.org/observations/88250121"
"Betula nana L.",18.826,68.328,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/88251706"
"Betula nana L.",87.78,50.309,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/88255630"
"Betula nana L.",87.781,50.311,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/88259571"
"Betula nana L.",87.78,50.313,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88259832"
"Betula nana L.",9.643,61.883,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88356174"
"Betula nana L.",9.596,61.872,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88363714"
"Betula nana L.",18.939,69.661,NA,"PRESENT",20,"iNaturalist","https://www.inaturalist.org/observations/88435239"
"Betula nana L.",9.418,61.907,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88443429"
"Betula nana L.",9.445,61.906,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88449402"
"Betula nana L.",87.774,50.079,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/88512893"
"Betula nana L.",86.457,49.934,NA,"PRESENT",1397,"iNaturalist","https://www.inaturalist.org/observations/88529707"
"Betula nana L.",9.573,61.904,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88595969"
"Betula nana L.",9.55,61.922,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88705742"
"Betula nana L.",9.538,61.924,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88709866"
"Betula nana L.",74.584,70.885,NA,"PRESENT",122,"iNaturalist","https://www.inaturalist.org/observations/88721183"
"Betula nana L.",69.101,61.026,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88788255"
"Betula nana L.",60.823,56.35,NA,"PRESENT",284,"iNaturalist","https://www.inaturalist.org/observations/88806146"
"Betula nana L.",87.792,69.369,NA,"PRESENT",1953,"iNaturalist","https://www.inaturalist.org/observations/88807107"
"Betula nana L.",28.936,68.956,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/88849112"
"Betula nana L.",88.813,50.099,NA,"PRESENT",6,"iNaturalist","https://www.inaturalist.org/observations/88906908"
"Betula nana L.",73.997,71.018,NA,"PRESENT",122,"iNaturalist","https://www.inaturalist.org/observations/88931194"
"Betula nana L.",72.529,65.558,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/88938831"
"Betula nana L.",25.064,61.864,NA,"PRESENT",122,"iNaturalist","https://www.inaturalist.org/observations/88961592"
"Betula nana L.",25.2,65.821,NA,"PRESENT",2480,"iNaturalist","https://www.inaturalist.org/observations/89108725"
"Betula nana L.",-117.186,52.219,NA,"PRESENT",5,"iNaturalist","https://www.inaturalist.org/observations/89127861"
"Betula nana L.",84.196,51.27,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/89134426"
"Betula nana L.",28.265,64.125,NA,"PRESENT",11,"iNaturalist","https://www.inaturalist.org/observations/89167944"
"Betula nana L.",71.623,71.294,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/89225337"
"Betula nana L.",-117.679,52.556,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/89264047"
"Betula nana L.",25.748,60.943,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/89293447"
"Betula nana L.",20.873,69.019,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/89314324"
"Betula nana L.",30.689,63.141,NA,"PRESENT",1093,"iNaturalist","https://www.inaturalist.org/observations/89335251"
"Betula nana L.",161.172,68.144,NA,"PRESENT",304,"iNaturalist","https://www.inaturalist.org/observations/89437940"
"Betula nana L.",89.835,51.751,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/89494689"
"Betula nana L.",59.644,64.559,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/89522986"
"Betula nana L.",59.653,64.563,NA,"PRESENT",31,"iNaturalist","https://www.inaturalist.org/observations/89526136"
"Betula nana L.",59.658,64.566,NA,"PRESENT",31,"iNaturalist","https://www.inaturalist.org/observations/89528107"
"Betula nana L.",59.657,64.567,NA,"PRESENT",31,"iNaturalist","https://www.inaturalist.org/observations/89529522"
"Betula nana L.",59.653,64.573,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/89599664"
"Betula nana L.",93.404,52.841,NA,"PRESENT",250,"iNaturalist","https://www.inaturalist.org/observations/89621394"
"Betula nana L.",86.384,51.477,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/89625632"
"Betula nana L.",59.618,64.591,NA,"PRESENT",31,"iNaturalist","https://www.inaturalist.org/observations/89647441"
"Betula nana L.",59.637,64.59,NA,"PRESENT",31,"iNaturalist","https://www.inaturalist.org/observations/89656846"
"Betula nana L.",28.891,65.658,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/89763162"
"Betula nana L.",85.958,50.172,NA,"PRESENT",6629,"iNaturalist","https://www.inaturalist.org/observations/89897985"
"Betula nana L.",33.621,67.664,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/90004486"
"Betula nana L.",87.498,50.177,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/90125583"
"Betula nana L.",70.28,63.88,NA,"PRESENT",6,"iNaturalist","https://www.inaturalist.org/observations/90231766"
"Betula nana L.",35.17,60.577,NA,"PRESENT",189,"Moscow State University",NA
"Betula nana L.",59.631,64.598,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/90510698"
"Betula nana L.",59.656,64.563,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/90517427"
"Betula nana L.",59.616,64.539,NA,"PRESENT",31,"iNaturalist","https://www.inaturalist.org/observations/90529787"
"Betula nana L.",59.61,64.536,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/90529802"
"Betula nana L.",59.614,64.532,NA,"PRESENT",31,"iNaturalist","https://www.inaturalist.org/observations/90540856"
"Betula nana L.",59.599,64.582,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/90616042"
"Betula nana L.",59.613,64.585,NA,"PRESENT",122,"iNaturalist","https://www.inaturalist.org/observations/90616071"
"Betula nana L.",59.612,64.585,NA,"PRESENT",122,"iNaturalist","https://www.inaturalist.org/observations/90616087"
"Betula nana L.",33.506,66.483,NA,"PRESENT",160,"iNaturalist","https://www.inaturalist.org/observations/90749729"
"Betula nana L.",-119.13,53.165,NA,"PRESENT",30,"iNaturalist","https://www.inaturalist.org/observations/91997432"
"Betula nana L.",59.648,64.547,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/92137844"
"Betula nana L.",59.641,64.545,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/92137869"
"Betula nana L.",59.634,64.543,NA,"PRESENT",122,"iNaturalist","https://www.inaturalist.org/observations/92137908"
"Betula nana L.",59.558,64.508,NA,"PRESENT",122,"iNaturalist","https://www.inaturalist.org/observations/92138025"
"Betula nana L.",61.322,62.925,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/92438654"
"Betula nana L.",60.725,63.043,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/92451553"
"Betula nana L.",59.049,63.366,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/92558119"
"Betula nana L.",59.056,63.362,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/92558127"
