"scientificName","decimalLongitude","decimalLatitude","individualCount","occurrenceStatus","coordinateUncertaintyInMeters","institutionCode","references"
"Betula nana L.",-14.786,65.724,1,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.175847680"
"Betula nana L.",13.939,57.294,1,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.176710931"
"Betula nana L.",7.826,60.479,1,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.176771135"
"Betula nana L.",7.387,60.385,1,"PRESENT",32,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.176828618"
"Betula nana L.",6.189,58.988,1,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.177014962"
"Betula nana L.",-18.166,65.785,1,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.177206087"
"Betula nana L.",13.591,60.314,1,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.177419907"
"Betula nana L.",13.581,60.278,8,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.177419923"
"Betula nana L.",13.545,60.24,3,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.177419935"
"Betula nana L.",13.467,60.299,1,"PRESENT",25,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.177519229"
"Betula nana L.",13.916,57.277,1,"PRESENT",100,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.185329720"
"Betula nana L.",13.976,57.29,1,"PRESENT",100,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.185333660"
"Betula nana L.",34.375,69.327,NA,"PRESENT",488,"iNaturalist","https://www.inaturalist.org/observations/191461176"
"Betula nana L.",18.733,68.364,NA,"PRESENT",10,"iNaturalist","https://www.inaturalist.org/observations/28183425"
"Betula nana L.",9.568,60.314,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/28187007"
"Betula nana L.",6.642,62.382,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/28383445"
"Betula nana L.",-149.081,63.891,NA,"PRESENT",688,"iNaturalist","https://www.inaturalist.org/observations/28483111"
"Betula nana L.",7.584,61.985,NA,"PRESENT",5,"iNaturalist","https://www.inaturalist.org/observations/28514483"
"Betula nana L.",7.585,61.986,NA,"PRESENT",5,"iNaturalist","https://www.inaturalist.org/observations/28519462"
"Betula nana L.",7.584,61.986,NA,"PRESENT",5,"iNaturalist","https://www.inaturalist.org/observations/28519746"
"Betula nana L.",-148.918,63.732,NA,"PRESENT",6,"iNaturalist","https://www.inaturalist.org/observations/28542573"
"Betula nana L.",22.501,68.416,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/28658713"
"Betula nana L.",9.84,62.648,NA,"PRESENT",5,"iNaturalist","https://www.inaturalist.org/observations/28666195"
"Betula nana L.",18.77,68.341,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/28726358"
"Betula nana L.",-136.22,67.001,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/28840922"
"Betula nana L.",72.335,57.279,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/28855194"
"Betula nana L.",9.629,62.34,NA,"PRESENT",48,"iNaturalist","https://www.inaturalist.org/observations/28856620"
"Betula nana L.",32.614,67.656,NA,"PRESENT",9,"Moscow State University",NA
"Betula nana L.",33.063,68.963,NA,"PRESENT",244,"iNaturalist","https://www.inaturalist.org/observations/29168238"
"Betula nana L.",-149.684,61.103,NA,"PRESENT",7,"iNaturalist","https://www.inaturalist.org/observations/29214384"
"Betula nana L.",18.833,68.33,NA,"PRESENT",96,"iNaturalist","https://www.inaturalist.org/observations/29841649"
"Betula nana L.",33.823,66.338,NA,"PRESENT",244,"iNaturalist","https://www.inaturalist.org/observations/30116286"
"Betula nana L.",74.365,65.853,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/31169005"
"Betula nana L.",73.907,66.438,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/31169009"
"Betula nana L.",74.531,66.846,NA,"PRESENT",6,"iNaturalist","https://www.inaturalist.org/observations/31169026"
"Betula nana L.",-124.665,58.632,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/31407805"
"Betula nana L.",-148.917,63.731,NA,"PRESENT",981,"iNaturalist","https://www.inaturalist.org/observations/35827936"
"Betula nana L.",42.826,56.402,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/36511401"
"Betula nana L.",-15.542,65.484,NA,"PRESENT",35208,"iNaturalist","https://www.inaturalist.org/observations/36819488"
"Betula nana L.",-13.701,65.287,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/43739000"
"Betula nana L.",6.693,60.145,NA,"PRESENT",148,"iNaturalist","https://www.inaturalist.org/observations/43851610"
"Betula nana L.",20.61,67.106,NA,"PRESENT",31,"iNaturalist","https://www.inaturalist.org/observations/48824928"
"Betula nana L.",20.598,67.105,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/48824958"
"Betula nana L.",15.504,57.77,NA,"PRESENT",100,"BMO",NA
"Betula nana L.",65.513,67.054,NA,"PRESENT",20,NA,NA
"Betula nana L.",65.367,67.172,NA,"PRESENT",20,NA,NA
"Betula nana L.",65.366,67.15,NA,"PRESENT",20,NA,NA
"Betula nana L.",27.142,67.635,NA,"PRESENT",NA,"OULU",NA
"Betula nana L.",25.889,61.38,NA,"PRESENT",1000,NA,NA
"Betula nana L.",25.748,61.159,50,"PRESENT",100,NA,NA
"Betula nana L.",26.674,69.928,NA,"PRESENT",1,NA,NA
"Betula nana L.",27.637,69.906,NA,"PRESENT",3,NA,NA
"Betula nana L.",27.886,69.982,NA,"PRESENT",3,NA,NA
"Betula nana L.",27.759,69.93,NA,"PRESENT",3,NA,NA
"Betula nana L.",27.637,69.907,NA,"PRESENT",3,NA,NA
"Betula nana L.",27.811,69.976,NA,"PRESENT",3,NA,NA
"Betula nana L.",28.48,64.428,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.46,64.437,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.42,64.464,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.506,64.517,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.528,64.535,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.549,64.544,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.634,64.57,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.677,64.578,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.574,64.606,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.282,64.627,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.18,64.691,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.118,64.7,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.333,64.815,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.376,64.823,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.418,64.823,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.503,64.84,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.566,64.84,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.651,64.848,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.821,64.873,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.011,64.87,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.032,64.861,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.073,64.851,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.013,64.888,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.87,64.971,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.746,65.017,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.595,64.974,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.552,64.965,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.552,64.956,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.51,64.957,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.341,64.967,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.127,64.906,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.126,64.897,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.124,64.852,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.758,64.586,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.47,64.239,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.41,64.276,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.39,64.276,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.164,64.314,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.752,64.461,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.754,64.488,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.881,64.513,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.881,64.522,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.923,64.521,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.964,64.512,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.028,64.529,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.008,64.538,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.927,64.575,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.952,64.629,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.974,64.646,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.933,64.656,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.933,64.665,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.912,64.665,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.913,64.674,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.934,64.683,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.956,64.691,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.978,64.7,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.978,64.709,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.98,64.736,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.044,64.744,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.086,64.743,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.172,64.769,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.298,64.767,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.297,64.758,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.421,64.738,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.462,64.72,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.482,64.71,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.481,64.701,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.438,64.684,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.396,64.685,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.374,64.676,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.353,64.677,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.412,64.631,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.432,64.621,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.495,64.62,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.515,64.62,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.637,64.582,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.945,64.531,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.944,64.522,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.935,64.523,NA,"PRESENT",100,NA,NA
"Betula nana L.",29.921,64.505,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.899,64.487,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.936,64.451,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.935,64.442,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.955,64.432,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.933,64.415,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.912,64.415,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.891,64.416,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.966,64.342,NA,"PRESENT",1000,NA,NA
"Betula nana L.",30.07,64.34,NA,"PRESENT",1000,NA,NA
"Betula nana L.",30.111,64.339,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.86,64.318,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.8,64.337,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.677,64.348,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.656,64.348,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.555,64.377,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.497,64.414,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.501,64.459,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.479,64.45,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.416,64.442,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.395,64.443,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.312,64.435,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.311,64.426,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.249,64.427,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.228,64.427,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.207,64.428,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.186,64.428,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.166,64.428,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.124,64.429,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.939,64.458,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.877,64.459,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.641,64.336,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.701,64.309,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.687,64.076,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.406,64.092,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.451,64.136,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.147,64.195,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.066,64.205,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.885,64.271,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.865,64.289,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.868,64.325,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.848,64.343,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.849,64.352,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.557,64.319,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.583,64.05,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.624,64.04,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.222,64.215,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.269,64.349,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.29,64.358,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.312,64.375,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.713,64.165,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.016,64.089,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.176,64.033,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.199,63.929,NA,"PRESENT",100,NA,NA
"Betula nana L.",28.791,63.455,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.771,63.455,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.693,63.492,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.653,63.493,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.632,63.475,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.629,63.421,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.509,63.431,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.489,63.432,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.411,63.468,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.169,63.435,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.108,63.435,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.093,63.561,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.317,63.613,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.338,63.631,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.379,63.648,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.625,63.717,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.496,63.557,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.435,63.549,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.415,63.549,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.973,63.589,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.074,63.597,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.055,63.615,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.056,63.633,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.081,63.767,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.022,63.831,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.106,63.884,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.283,63.757,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.302,63.73,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.261,63.712,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.198,63.65,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.197,63.632,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.196,63.623,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.196,63.614,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.195,63.596,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.454,63.833,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.711,63.581,NA,"PRESENT",1000,NA,NA
"Betula nana L.",26.946,63.466,NA,"PRESENT",1000,NA,NA
"Betula nana L.",26.886,63.466,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.725,63.312,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.865,63.32,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.741,63.294,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.78,63.276,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.759,63.258,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.739,63.258,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.718,63.25,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.52,62.875,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.748,61.418,NA,"PRESENT",1000,NA,NA
"Betula nana L.",24.083,61.829,NA,"PRESENT",1000,NA,NA
"Betula nana L.",24.946,62.545,NA,"PRESENT",1000,NA,NA
"Betula nana L.",24.857,62.975,NA,"PRESENT",1000,NA,NA
"Betula nana L.",25.058,62.915,NA,"PRESENT",1000,NA,NA
"Betula nana L.",26.908,63.09,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.026,63.125,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.704,63.285,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.748,63.437,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.918,63.458,NA,"PRESENT",100,NA,NA
"Betula nana L.",27.672,63.617,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.338,63.622,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.338,63.64,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.318,63.64,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.339,63.649,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.997,63.696,NA,"PRESENT",1000,NA,NA
"Betula nana L.",28.263,63.766,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.799,63.841,NA,"PRESENT",1000,NA,NA
"Betula nana L.",24.963,62.581,NA,"PRESENT",1000,NA,NA
"Betula nana L.",24.987,60.698,NA,"PRESENT",1000,NA,NA
"Betula nana L.",25.836,65.606,NA,"PRESENT",1000,NA,NA
"Betula nana L.",26.575,65.52,NA,"PRESENT",1000,NA,NA
"Betula nana L.",26.424,65.483,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.634,69.904,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.634,69.895,NA,"PRESENT",1000,NA,NA
"Betula nana L.",23.945,63.209,NA,"PRESENT",1000,NA,NA
"Betula nana L.",24.106,63.186,NA,"PRESENT",1000,NA,NA
"Betula nana L.",24.411,62.886,NA,"PRESENT",1000,NA,NA
"Betula nana L.",23.851,62.785,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.528,63.447,NA,"PRESENT",1000,NA,NA
"Betula nana L.",26.762,63.969,NA,"PRESENT",1000,NA,NA
"Betula nana L.",22.957,60.705,NA,"PRESENT",1000,NA,NA
"Betula nana L.",25.473,67.71,NA,"PRESENT",1000,NA,NA
"Betula nana L.",26.765,63.965,NA,"PRESENT",100,"KUO",NA
"Betula nana L.",27.53,63.444,NA,"PRESENT",NA,"KUO",NA
"Betula nana L.",18.74,68.359,1,"PRESENT",4,NA,"https://identify.plantnet.org/weurope/observations/1004521866"
"Betula nana L.",25.283,59.134,NA,"PRESENT",NA,NA,NA
"Betula nana L.",8.872,60.983,1,"PRESENT",4,NA,NA
"Betula nana L.",8.893,61.072,1,"PRESENT",65,NA,NA
"Betula nana L.",15.367,50.841,1,"PRESENT",NA,NA,NA
"Betula nana L.",6.072,59.06,1,"PRESENT",2,NA,NA
"Betula nana L.",7.372,59.56,1,"PRESENT",NA,NA,NA
"Betula nana L.",-19.489,65.061,1,"PRESENT",19,NA,NA
"Betula nana L.",12.985,63.447,1,"PRESENT",6,NA,NA
"Betula nana L.",7.206,43.685,1,"PRESENT",65,NA,NA
"Betula nana L.",12.413,62.552,1,"PRESENT",NA,NA,NA
"Betula nana L.",9.061,61.75,1,"PRESENT",24,NA,NA
"Betula nana L.",82.958,55.074,1,"PRESENT",65,NA,NA
"Betula nana L.",9.574,62.063,1,"PRESENT",NA,NA,NA
"Betula nana L.",7.409,60.343,NA,"PRESENT",250,"naturgucker",NA
"Betula nana L.",9.251,62.127,NA,"PRESENT",250,"naturgucker",NA
"Betula nana L.",9.526,62.226,NA,"PRESENT",250,"naturgucker",NA
"Betula nana L.",6.186,58.985,NA,"PRESENT",250,"naturgucker",NA
"Betula nana L.",11.524,59.418,NA,"PRESENT",10,"O",NA
"Betula nana L.",10.034,62.413,NA,"PRESENT",10,"TRH",NA
"Betula nana L.",14.044,57.744,NA,"PRESENT",871,"SLU Artdatabanken",NA
"Betula nana L.",12.746,62.75,NA,"PRESENT",104,"SLU Artdatabanken",NA
"Betula nana L.",14.446,65.101,NA,"PRESENT",200,"SLU Artdatabanken",NA
"Betula nana L.",20.366,63.791,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",13.082,61.236,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",16.078,59.773,NA,"PRESENT",75,"SLU Artdatabanken",NA
"Betula nana L.",13.217,62.356,50,"PRESENT",750,"SLU Artdatabanken",NA
"Betula nana L.",12.354,63.163,NA,"PRESENT",500,"SLU Artdatabanken",NA
"Betula nana L.",13.967,59.601,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",12.711,61.637,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",14.19,62.745,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",14.218,62.751,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",20.505,64.871,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",18.722,68.362,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",16.264,66.045,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",19.976,63.999,NA,"PRESENT",500,"SLU Artdatabanken",NA
"Betula nana L.",14.583,60.095,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",18.78,68.354,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",18.707,68.365,NA,"PRESENT",1302,"SLU Artdatabanken",NA
"Betula nana L.",14.7,59.223,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",14.7,59.224,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",14.77,59.407,NA,"PRESENT",250,"SLU Artdatabanken",NA
"Betula nana L.",14.306,60.078,NA,"PRESENT",77,"SLU Artdatabanken",NA
"Betula nana L.",14.379,60.044,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",16.008,59.783,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",14.502,60.055,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",14.495,60.192,NA,"PRESENT",150,"SLU Artdatabanken",NA
"Betula nana L.",12.759,62.761,NA,"PRESENT",13,"SLU Artdatabanken",NA
"Betula nana L.",14.122,60.169,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",14.341,60.154,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",14.312,60.12,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",14.348,60.223,NA,"PRESENT",95,"SLU Artdatabanken",NA
"Betula nana L.",14.473,60.108,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",13.503,62.496,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",14.406,60.169,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",13.854,60.281,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",20.972,64.557,NA,"PRESENT",200,"SLU Artdatabanken",NA
"Betula nana L.",14.624,60.102,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",13.852,60.366,NA,"PRESENT",108,"SLU Artdatabanken",NA
"Betula nana L.",14.17,60.136,NA,"PRESENT",196,"SLU Artdatabanken",NA
"Betula nana L.",14.137,60.265,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",14.214,60.103,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",14.388,62.434,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",14.422,62.46,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",14.421,62.46,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",14.42,62.46,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",14.53,60.045,NA,"PRESENT",200,"SLU Artdatabanken",NA
"Betula nana L.",14.455,60.258,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",14.627,65.682,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",14.451,65.151,NA,"PRESENT",200,"SLU Artdatabanken",NA
"Betula nana L.",12.456,62.725,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",14.056,60.191,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",15.632,59.692,NA,"PRESENT",250,"SLU Artdatabanken",NA
"Betula nana L.",15.458,60.532,NA,"PRESENT",362,"SLU Artdatabanken",NA
"Betula nana L.",12.329,63.156,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",12.527,62.546,NA,"PRESENT",250,"SLU Artdatabanken",NA
"Betula nana L.",23.553,66.299,NA,"PRESENT",500,"SLU Artdatabanken",NA
