,E13VBetn01s05r1,E13VBetn01s05r2,E13VBetn01s05r3,E13VBetn01s05r4
2009,62.139,180.414,42.701,82.45
2010,220.355,78.479,194.956,203.705
2011,305.922,186.609,280.847,281.188
2012,201.09,70.283,164.361,221.296
2013,125.132,55.955,107.058,108.614
2014,100.218,58.504,78.457,154.677
2015,170.635,106.461,136.525,200.675
2016,40.1,35.489,19.595,28.779
2017,30.763,24.134,20.88,41.147
2018,103.917,67.68,107.174,148.436
2019,122.985,127.841,73.504,224.453
2020,25.024,108.047,51.306,75.932
