,E13VBetn03s10r1,E13VBetn03s10r2,E13VBetn03s10r3,E13VBetn03s10r4
2017,143.958,165.816,156.063,200.273
2018,369.413,356.106,419.882,377.481
2019,193.882,203.056,214.307,214.23
2020,168.466,158.033,178.423,193.588
