,E13ABetn03v05r1,E13ABetn03v05r2,E13ABetn03v05r3,E13ABetn03v05r4
2010,128.669,131.918,216.072,132.61
2011,326.409,276.729,134.283,287.287
2012,107.445,89.369,87.321,110.575
2013,97.112,97.558,124.169,93.882
2014,56.177,49.467,66.859,60.302
2015,81.366,80.435,113.377,97.893
2016,89.319,61.599,90.765,102.99
2017,70.305,63.969,48.895,34.127
2018,89.902,97.169,95.874,99.072
2019,99.299,87.201,66.86,94.952
2020,33.459,27.622,39.157,40.793
