,E13CBetn01t03r1,E13CBetn01t03r2,E13CBetn01t03r3,E13CBetn01t03r4
2013,64.407,134.316,102.489,127.696
2014,285.313,210.712,300.551,264.17
2015,131.141,118.712,143.729,153.481
2016,174.731,147.427,178.943,168.426
2017,157.612,120.11,138.104,144.648
2018,85.885,87.502,70.206,100.721
2019,28.825,39.689,73.165,58.155
2020,16.857,0,54.576,20.766
