,E13ABetn03r06r1,E13ABetn03r06r2,E13ABetn03r06r3,E13ABetn03r06r4
2013,133.24,129.08,104.573,144.564
2014,142.155,110.775,205.779,218.462
2015,195.084,253.77,380.148,308.202
2016,134.675,160.405,136.195,187.395
2017,211.903,162.073,45.213,87.693
2018,166.032,175.072,24.088,82.421
2019,93.938,127.227,60.736,95.926
2020,102.402,90.797,34.858,68.381
