,E13VBetn02s05r1,E13VBetn02s05r2,E13VBetn02s05r3,E13VBetn02s05r4
2016,76,106.019,120.15,56.569
2017,94.191,40.2,58.138,96.333
2018,466.039,457.388,272.184,502.036
2019,216.148,221.712,154.829,194.258
2020,64.281,62.514,122.147,76.42
