,E13VBetn03p02r1,E13VBetn03p02r2,E13VBetn03p02r3,E13VBetn03p02r4
2012,29.364,34.667,12.293,25.889
2013,16.492,29.333,28.721,17.333
2014,24.148,28.032,17.789,20
2015,18.856,14.907,7.18,16.055
2016,60.015,68.209,42.688,54.029
2017,95.294,68.56,37.924,57.395
2018,254.67,217.889,177.113,170.667
2019,184.848,234.564,142.092,130.49
2020,61.42,64.346,34.692,42.999
