,E13VBetn03p04r1,E13VBetn03p04r2,E13VBetn03p04r3,E13VBetn03p04r4
2014,37.428,52.017,46.121,39.486
2015,73.817,80.543,48.295,45.821
2016,50.16,42.021,40.354,29.12
2017,17.95,27.366,9.707,5.498
2018,164.222,205.567,159.471,110.482
2019,122.848,143.357,117.364,92.856
2020,36.222,36.612,65.347,23.017
