,E13VBetn03p09r1,E13VBetn03p09r2,E13VBetn03p09r3,E13VBetn03p09r4
2016,53.483,39.237,45.412,30.782
2017,34.692,46.743,32,48.074
2018,122.783,117.364,122.927,109.536
2019,122.848,132.43,153.333,134.726
2020,129.581,46.667,41.355,114.271
