,E13VBetn03p06r1,E13VBetn03p06r2,E13VBetn03p06r3,E13VBetn03p06r4
2014,30.081,32.035,17.029,33.015
2015,46.895,45.607,38.053,43.186
2016,38.482,28.636,37.483,40.2
2017,17.789,20.537,21.213,30
2018,144.622,115.987,135.004,175.046
2019,112.641,87.791,117.107,125.144
2020,50.99,43.738,39.319,52.154
