,E13VBetn03p07r1,E13VBetn03p07r2,E13VBetn03p07r3,E13VBetn03p07r4
2016,46.019,71.411,39.129,52.772
2017,54.703,46.581,56.858,57.43
2018,133.66,133.313,131.901,130.668
2019,101.333,97.773,99.389,108.158
2020,62.681,65.896,45.161,60.637
