,E13VBetn03q08r1,E13VBetn03q08r2,E13VBetn03q08r3,E13VBetn03q08r4
2017,88.634,79.889,81.395,78.724
2018,54.706,39.568,56.613,42.449
2019,105.563,95.888,103.54,106.03
2020,37.201,34.991,46.721,51.932
