,E13VBetn03q06r1,E13VBetn03q06r2,E13VBetn03q06r3,E13VBetn03q06r4
2017,19.154,41.112,27.291,16.162
2018,136.288,137.09,113.514,121.216
2019,92.119,113.927,95.496,97.995
2020,61.823,59.141,58.149,46.64
