,E13VBetn03q03r1,E13VBetn03q03r2,E13VBetn03q03r3,E13VBetn03q03r4
2016,36.878,26.683,19.026,24.042
2017,52.345,62.032,39.319,24.597
2018,182.439,180.178,154.013,121.062
2019,123.223,140.057,123,78.518
2020,59.228,66.272,55.902,52.887
