,E13VBetn03q01r1,E13VBetn03q01r2,E13VBetn03q01r3,E13VBetn03q01r4
2015,74.824,72.803,67.305,90.147
2016,82.035,102.115,120.074,43.581
2017,132.733,208.849,168.803,73.489
2018,291.02,436.797,302.729,127.078
2019,191.94,230.599,157.473,99.929
2020,126.139,119.521,93.548,58.736
