,E13VBetn03s08r1,E13VBetn03s08r2,E13VBetn03s08r3,E13VBetn03s08r4
2012,76.222,73.249,45.131,57.576
2013,68.456,85.13,74.51,96.732
2014,63.611,78.663,106.646,78.241
2015,58.983,80.105,56.667,47.582
2016,52.969,77.83,60.404,49.233
2017,145.104,121.402,143.939,162.746
2018,357.522,306.34,285.829,325.552
2019,233.373,191.761,172.866,229.187
2020,251.035,168.966,164.727,227.654
