,E13VBetn03s09r1,E13VBetn03s09r2,E13VBetn03s09r3,E13VBetn03s09r4
2016,72.549,62.963,71.907,104.583
2017,156.716,181.318,178.717,161.966
2018,385.737,377.581,420.795,392.864
2019,200.355,210.096,228.758,196.148
2020,190.065,151.752,192.189,180.155
