,E13VBetn03s06r1,E13VBetn03s06r2,E13VBetn03s06r3,E13VBetn03s06r4
2011,117.777,112.802,57.875,104.433
2012,112.006,140.307,109.55,133.387
2013,100.24,90.645,148.603,139.628
2014,190.827,206.305,205.139,187.659
2015,58.811,39.075,50.803,51.572
2016,95.87,65.463,96.931,81.916
2017,142.01,111.148,147.658,118.299
2018,430.17,330.566,364.591,406.593
2019,191.348,139.872,180.046,186.534
2020,258.379,194.334,195.516,183.631
