,E13VBetn02t02r1,E13VBetn02t02r2,E13VBetn02t02r3,E13VBetn02t02r4
2011,67.077,66.667,79.051,66.849
2012,128.608,106.603,91.057,109.647
2013,245.241,250.881,210.007,266.712
2014,202.845,253.36,150.698,203.685
2015,77.178,124.072,101.505,97.084
2016,137.232,162.025,136.608,116.154
2017,178.394,205.428,171.245,158.025
2018,441.312,536.166,332.463,373.044
2019,180.652,309.066,192.291,175.587
2020,145.455,442.168,231.467,161.176
