,E13VBetn01r07r1,E13VBetn01r07r2,E13VBetn01r07r3,E13VBetn01r07r4
2010,50.322,60.813,68.648,57.228
2011,58.225,43.09,45.859,43.779
2012,76.911,83.772,85.076,77.682
2013,99.533,89.862,74.86,70.829
2014,190.455,7.336,140.787,143.538
2015,19.336,45.698,18.229,21.745
2016,79.977,0,16.672,30.697
2017,31.009,10.809,9.42,0
2018,65.123,22.458,44.998,20.223
2019,37.936,0,22.09,0
2020,0,0,0,0
