,E13VBetn01r04r1,E13VBetn01r04r2,E13VBetn01r04r3,E13VBetn01r04r4
2009,45.469,30.64,45.042,47.651
2010,40.638,53.731,67.559,30.478
2011,67.861,45.073,38.241,49.963
2012,140.587,116.268,152.072,134.346
2013,168.917,178.811,189.053,148.535
2014,70.424,92.54,104.529,120.353
2015,0,18.482,65.731,0
2016,0,28.298,87.068,52.903
2017,0,6.884,39.438,12.655
2018,48.269,96.032,213.345,174.016
2019,28.344,84.693,105.082,68.902
2020,0,35.121,23.692,64.692
