,E13VBetn01r02r1,E13VBetn01r02r2,E13VBetn01r02r3,E13VBetn01r02r4
2008,95.879,77.362,85.169,93.797
2009,71.369,40.508,31.436,51.952
2010,81.434,41.501,32.407,107.004
2011,163.582,74.331,48.718,156.105
2012,318.25,137.681,93.736,242.296
2013,140.456,33.191,10.772,70.644
2014,55.348,5.66,2.939,2.122
2015,0,0,0,0
2016,120.658,31.065,2.591,51.464
2017,53.447,5.124,6.875,9.749
2018,300.12,196.357,64.002,115.238
2019,152.265,128.688,33.048,42.129
2020,134.859,54.521,17.765,22.039
