,E13VBetn02o05r1,E13VBetn02o05r2,E13VBetn02o05r3,E13VBetn02o05r4
2017,30.333,27.74,20.381,29.515
2018,72.531,75.496,83.892,60.927
2019,49.617,49.324,60.61,52.183
2020,39.04,35.075,40.494,50.285
