,E13VBetn02s06r1,E13VBetn02s06r2,E13VBetn02s06r3,E13VBetn02s06r4
2017,71.664,92.058,103.27,86.76
2018,287.434,230.686,204.073,274.129
2019,134.8,189.897,164.047,167.986
2020,113.636,72.637,76.431,85.503
