,E13VBetn02s03r1,E13VBetn02s03r2,E13VBetn02s03r3,E13VBetn02s03r4
2010,65.568,63.611,39.303,49.742
2011,92.099,120.97,68.425,83.086
2012,89.502,81.046,105.745,113.628
2013,195.223,185.639,126.467,185.124
2014,57.516,65.568,81.424,65.006
2015,94.118,109.928,78.823,60.404
2016,88.891,98.146,87.825,76.143
2017,31.434,51.684,27.73,40.269
2018,319.479,337.255,311.386,316.858
2019,206.602,209.297,202.526,198.762
2020,107.19,112.692,123.873,156.863
