,E13VBetn02s04r1,E13VBetn02s04r2,E13VBetn02s04r3,E13VBetn02s04r4
2014,102.578,113.652,148.293,124.586
2015,152.917,119.309,124.165,131.742
2016,152.442,149.305,180.661,136.304
2017,186.12,171.863,167.554,166.656
2018,373.87,395.978,385.43,382.318
2019,200.522,188.423,190.096,208.336
2020,99.146,79.355,128.542,100.195
