,E13VBetn01r02r1,E13VBetn01r02r2,E13VBetn01r02r3,E13VBetn01r02r4
2009,76.374,60.425,82.946,97.901
2010,71.369,40.508,31.436,51.952
2011,81.434,41.501,32.407,107.004
2012,163.582,74.331,48.718,156.105
2013,318.25,137.681,93.736,242.296
2014,140.456,33.191,10.772,69.539
2015,60.463,5.66,4.861,7.703
2016,120.658,32.318,3.074,49.003
2017,53.447,5.124,6.875,9.749
2018,300.12,196.357,64.002,115.238
2019,152.265,128.688,33.048,42.129
2020,134.859,54.521,17.765,22.039
