,E13VBetn01r07r1,E13VBetn01r07r2,E13VBetn01r07r3,E13VBetn01r07r4
2011,50.322,60.813,68.648,57.228
2012,58.225,43.09,45.859,43.779
2013,76.911,83.772,85.076,77.682
2014,99.533,89.862,74.86,70.829
2015,190.455,7.336,140.787,143.538
2016,19.336,45.698,18.229,21.745
2017,79.977,2.613,16.672,30.697
2018,31.009,10.809,9.42,1.306
2019,65.123,22.458,44.998,20.789
2020,0,0,0,0
