,E13CBetn03s06r1,E13CBetn03s06r2,E13CBetn03s06r3,E13CBetn03s06r4
2016,100.615,39.065,26.514,103.968
2017,88.966,81.755,74.374,62.471
2018,507.204,490.304,617.231,523.291
2019,188.889,180.23,222.531,188.925
2020,189.034,124.171,231.8,170.531
