,E13DBetn02t04r1,E13DBetn02t04r2,E13DBetn02t04r3,E13DBetn02t04r4
2015,80.016,102.29,105.638,159.321
2016,208.547,169.986,216.607,138.442
2017,233.94,225.24,235.925,212.1
2018,366.188,391.278,398.94,297.271
2019,302.68,338.91,287.3,269.054
2020,271.262,292.312,194.295,219.894
