,E13DBetn02t05r1,E13DBetn02t05r2,E13DBetn02t05r3,E13DBetn02t05r4
2016,109.143,148.124,107.087,154.281
2017,270.794,258.607,273.31,211.096
2018,371.614,403.625,393.931,339.863
2019,424.082,363.604,312.078,252.773
2020,139.169,230.027,238.182,266.196
