,E13VBetn03s07r1,E13VBetn03s07r2,E13VBetn03s07r3,E13VBetn03s07r4
2013,84.964,82.715,94.544,101.067
2014,137.025,263.525,227.322,193.573
2015,65.413,90.711,82.893,85.852
2016,56.067,142.632,128.372,123.332
2017,114.742,144.436,119.942,114.047
2018,307.386,344.494,378.411,366.844
2019,138.154,154.278,217.061,191.005
2020,210.838,175.517,223.979,195.379
