,E13VBetn03p10r1,E13VBetn03p10r2,E13VBetn03p10r3,E13VBetn03p10r4
2016,45.437,37.735,49.459,42.965
2017,62.745,65.572,60.656,61.095
2018,122.891,121.58,121.848,131.166
2019,126.204,131.388,102.987,99.427
2020,158.151,66.513,62.67,169.172
