,E13VBetn03p05r1,E13VBetn03p05r2,E13VBetn03p05r3,E13VBetn03p05r4
2014,45.164,34.973,39.805,49.421
2015,23.551,19.957,21.229,17.901
2016,88.797,87.104,59.672,58.409
2017,87.633,85.28,52.179,53.999
2018,235.568,202.319,162.374,196.2
2019,184.055,139.267,122.835,154.36
2020,61.338,39.967,41.21,33.365
